time,open,high,low,close
1653485400,10.06,10.13,10.06,10.13
1653485580,10.14,10.19,10.14,10.175
1653485760,10.21,10.27,10.21,10.26
1653485940,10.26,10.26,10.235,10.24
1653486120,10.23,10.23,10.19,10.22
1653486300,10.24,10.29,10.19,10.19
1653486480,10.17,10.17,10.13,10.13
1653486660,10.18,10.18,10.16,10.16
1653486840,10.16,10.21,10.16,10.21
1653487020,10.22,10.22,10.185,10.21
1653487200,10.17,10.22,10.17,10.195
1653487380,10.21,10.215,10.18,10.18
1653487560,10.16,10.17,10.13,10.17
1653487740,10.15,10.19,10.14,10.19
1653487920,10.16,10.26,10.16,10.255
1653488100,10.25,10.265,10.24,10.24
1653488280,10.25,10.3,10.25,10.25
1653488460,10.28,10.29,10.28,10.29
1653488640,10.3,10.3,10.3,10.3
1653488820,10.33,10.35,10.32,10.345
1653489000,10.36,10.36,10.34,10.35
1653489180,10.35,10.39,10.35,10.39
1653489360,10.39,10.42,10.39,10.42
1653489540,10.41,10.41,10.36,10.36
1653489720,10.32,10.35,10.32,10.35
1653489900,10.35,10.35,10.305,10.305
1653490080,10.3,10.31,10.27,10.31
1653490260,10.32,10.32,10.31,10.32
1653490440,10.3,10.33,10.3,10.33
1653490620,10.32,10.35,10.32,10.345
1653490800,10.35,10.35,10.35,10.35
1653490980,10.3,10.3,10.27,10.29
1653491160,10.3,10.32,10.3,10.32
1653491340,10.33,10.34,10.33,10.34
1653491520,10.36,10.36,10.36,10.36
1653491700,10.35,10.35,10.35,10.35
1653491880,10.35,10.35,10.35,10.35
1653492060,10.32,10.34,10.32,10.34
1653492420,10.31,10.33,10.31,10.32
1653492600,10.32,10.32,10.3,10.3
1653492780,10.28,10.29,10.24,10.24
1653492960,10.23,10.235,10.23,10.235
1653493140,10.25,10.28,10.25,10.28
1653493320,10.26,10.31,10.26,10.3
1653493500,10.29,10.305,10.29,10.305
1653493680,10.31,10.32,10.31,10.31
1653493860,10.3,10.31,10.3,10.31
1653494040,10.3,10.31,10.3,10.31
1653494220,10.31,10.32,10.31,10.32
1653494400,10.29,10.32,10.29,10.32
1653494760,10.3,10.3,10.3,10.3
1653494940,10.27,10.295,10.27,10.295
1653495300,10.3,10.3,10.3,10.3
1653495480,10.27,10.27,10.26,10.26
1653495660,10.25,10.25,10.22,10.22
1653495840,10.24,10.24,10.21,10.21
1653496020,10.2,10.2,10.2,10.2
1653496200,10.22,10.25,10.22,10.25
1653496560,10.22,10.22,10.22,10.22
1653497460,10.25,10.25,10.25,10.25
1653497820,10.23,10.255,10.23,10.255
1653498000,10.25,10.25,10.25,10.25
1653498180,10.24,10.24,10.24,10.24
1653498540,10.25,10.25,10.25,10.25
1653498720,10.2,10.2,10.2,10.2
1653498900,10.24,10.24,10.24,10.24
1653499440,10.24,10.24,10.24,10.24
1653499800,10.26,10.26,10.26,10.26
1653499980,10.27,10.27,10.27,10.27
1653500160,10.3,10.305,10.295,10.295
1653500340,10.29,10.3,10.29,10.3
1653500520,10.3,10.3,10.3,10.3
1653500880,10.315,10.315,10.305,10.305
1653501060,10.29,10.29,10.28,10.28
1653501240,10.275,10.28,10.275,10.28
1653501420,10.29,10.29,10.29,10.29
1653501600,10.27,10.41,10.27,10.37
1653501780,10.38,10.38,10.29,10.35
1653501960,10.31,10.31,10.16,10.185
1653502140,10.21,10.33,10.21,10.31
1653502320,10.29,10.34,10.25,10.33
1653502500,10.31,10.4,10.31,10.38
1653502680,10.38,10.39,10.34,10.39
1653502860,10.39,10.4,10.39,10.4
1653503040,10.38,10.42,10.38,10.42
1653503220,10.44,10.44,10.42,10.43
1653503400,10.44,10.48,10.43,10.43
1653503580,10.44,10.44,10.44,10.44
1653503760,10.46,10.46,10.44,10.44
1653503940,10.42,10.42,10.41,10.41
1653504120,10.43,10.46,10.43,10.44
1653504300,10.42,10.45,10.42,10.45
1653504480,10.44,10.46,10.44,10.455
1653504660,10.47,10.47,10.42,10.46
1653504840,10.49,10.49,10.49,10.49
1653505020,10.49,10.5,10.49,10.49
1653505200,10.5,10.55,10.5,10.55
1653505380,10.57,10.57,10.555,10.56
1653505560,10.55,10.59,10.545,10.58
1653505740,10.58,10.59,10.58,10.59
1653505920,10.59,10.6,10.58,10.585
1653506100,10.56,10.57,10.55,10.55
1653506280,10.56,10.56,10.56,10.56
1653506460,10.56,10.56,10.56,10.56
1653506640,10.53,10.55,10.53,10.545
1653506820,10.55,10.55,10.53,10.53
1653507000,10.56,10.56,10.54,10.54
1653507180,10.535,10.535,10.48,10.48
1653507360,10.48,10.48,10.47,10.47
1653507540,10.46,10.46,10.45,10.45
1653507720,10.48,10.48,10.48,10.48
1653507900,10.45,10.47,10.45,10.47
1653508080,10.45,10.45,10.39,10.4
1653508260,10.39,10.4,10.385,10.4
1653508440,10.43,10.44,10.42,10.44
1653508620,10.44,10.44,10.44,10.44
