time,open,high,low,close
1654867800,10.54,10.63,10.54,10.55
1654867980,10.535,10.535,10.43,10.47
1654868160,10.46,10.49,10.43,10.48
1654868340,10.48,10.51,10.46,10.5
1654868520,10.495,10.55,10.49,10.55
1654868700,10.56,10.58,10.5,10.5
1654868880,10.49,10.53,10.46,10.46
1654869060,10.45,10.45,10.42,10.42
1654869240,10.42,10.42,10.39,10.395
1654869420,10.42,10.42,10.36,10.4
1654869600,10.39,10.39,10.27,10.28
1654869780,10.27,10.32,10.27,10.32
1654869960,10.29,10.3,10.28,10.28
1654870140,10.255,10.275,10.25,10.25
1654870320,10.25,10.255,10.25,10.25
1654870500,10.27,10.28,10.27,10.27
1654870680,10.27,10.27,10.24,10.24
1654870860,10.23,10.25,10.21,10.22
1654871040,10.22,10.29,10.22,10.285
1654871220,10.27,10.27,10.24,10.25
1654871400,10.23,10.29,10.23,10.29
1654871580,10.265,10.3,10.255,10.3
1654871760,10.29,10.3,10.29,10.295
1654871940,10.295,10.3,10.295,10.3
1654872120,10.3,10.31,10.28,10.31
1654872300,10.32,10.32,10.28,10.28
1654872480,10.26,10.3,10.26,10.3
1654872660,10.31,10.31,10.31,10.31
1654872840,10.29,10.29,10.26,10.26
1654873020,10.25,10.25,10.22,10.22
1654873200,10.22,10.23,10.22,10.23
1654873380,10.23,10.25,10.2,10.2
1654873560,10.2,10.2,10.195,10.2
1654873740,10.2,10.2,10.19,10.2
1654873920,10.2,10.21,10.195,10.205
1654874100,10.19,10.19,10.19,10.19
1654874280,10.21,10.25,10.21,10.245
1654874460,10.24,10.24,10.24,10.24
1654874640,10.22,10.22,10.18,10.2
1654874820,10.18,10.19,10.17,10.19
1654875000,10.19,10.19,10.19,10.19
1654875360,10.17,10.17,10.17,10.17
1654875540,10.17,10.18,10.155,10.18
1654875720,10.17,10.2,10.17,10.2
1654875900,10.19,10.19,10.19,10.19
1654876080,10.195,10.195,10.17,10.17
1654876260,10.19,10.2,10.17,10.17
1654876440,10.17,10.19,10.17,10.19
1654876620,10.25,10.25,10.25,10.25
1654876980,10.255,10.26,10.235,10.26
1654877160,10.26,10.26,10.24,10.24
1654877340,10.24,10.24,10.24,10.24
1654877520,10.2,10.21,10.2,10.21
1654877700,10.19,10.2,10.19,10.2
1654877880,10.18,10.21,10.18,10.21
1654878060,10.2,10.23,10.2,10.225
1654878240,10.19,10.21,10.19,10.21
1654878420,10.2,10.2,10.2,10.2
1654878600,10.22,10.25,10.22,10.25
1654878780,10.23,10.23,10.21,10.22
1654878960,10.235,10.235,10.235,10.235
1654879140,10.23,10.26,10.23,10.26
1654879320,10.27,10.27,10.25,10.25
1654879500,10.23,10.23,10.23,10.23
1654879680,10.23,10.23,10.23,10.23
1654879860,10.21,10.21,10.2,10.2
1654880040,10.19,10.19,10.19,10.19
1654880220,10.21,10.21,10.21,10.21
1654880580,10.21,10.22,10.21,10.22
1654880760,10.2,10.21,10.2,10.21
1654881120,10.2,10.2,10.17,10.175
1654881300,10.19,10.21,10.19,10.21
1654881480,10.21,10.21,10.21,10.21
1654881660,10.23,10.23,10.23,10.23
1654882020,10.25,10.265,10.25,10.265
1654882200,10.25,10.25,10.235,10.235
1654882380,10.23,10.25,10.225,10.25
1654882560,10.27,10.27,10.27,10.27
1654882740,10.28,10.28,10.27,10.28
1654882920,10.27,10.29,10.27,10.28
1654883100,10.28,10.3,10.28,10.3
1654883280,10.31,10.37,10.31,10.37
1654883460,10.37,10.37,10.31,10.31
1654883640,10.32,10.32,10.295,10.295
1654883820,10.3,10.3,10.3,10.3
1654884000,10.29,10.29,10.27,10.27
1654884180,10.26,10.26,10.26,10.26
1654884360,10.28,10.29,10.27,10.27
1654884720,10.26,10.26,10.26,10.26
1654884900,10.255,10.255,10.255,10.255
1654885080,10.32,10.32,10.32,10.32
1654885260,10.32,10.325,10.32,10.32
1654885440,10.32,10.32,10.3,10.3
1654885620,10.28,10.28,10.28,10.28
1654885800,10.31,10.32,10.31,10.32
1654885980,10.3,10.3,10.29,10.29
1654886340,10.29,10.29,10.27,10.27
1654886520,10.26,10.26,10.26,10.26
1654886700,10.28,10.28,10.28,10.28
1654886880,10.3,10.32,10.3,10.32
1654887060,10.305,10.31,10.305,10.31
1654887240,10.33,10.36,10.33,10.35
1654887420,10.35,10.37,10.35,10.36
1654887600,10.39,10.39,10.35,10.35
1654887780,10.31,10.31,10.27,10.27
1654887960,10.28,10.28,10.27,10.27
1654888140,10.27,10.3,10.27,10.3
1654888320,10.31,10.32,10.31,10.32
1654888500,10.33,10.34,10.33,10.33
1654888680,10.36,10.36,10.33,10.33
1654888860,10.3,10.3,10.3,10.3
1654889040,10.36,10.4,10.36,10.4
1654889220,10.4,10.42,10.38,10.38
1654889400,10.37,10.37,10.34,10.36
1654889580,10.34,10.35,10.34,10.34
1654889760,10.36,10.36,10.36,10.36
1654889940,10.37,10.37,10.34,10.34
1654890120,10.31,10.31,10.275,10.275
1654890300,10.27,10.27,10.225,10.23
1654890480,10.23,10.26,10.21,10.22
1654890660,10.23,10.24,10.23,10.23
1654890840,10.22,10.225,10.21,10.225
1654891020,10.215,10.215,10.18,10.19
