time,open,high,low,close
1658755800,10.98,11,10.97,11
1658755980,10.97,10.975,10.92,10.92
1658756160,10.9,10.9,10.89,10.89
1658756340,10.89,10.89,10.89,10.89
1658756520,10.945,10.98,10.94,10.98
1658756700,10.96,10.96,10.96,10.96
1658757060,10.94,10.95,10.9,10.9
1658757240,10.9,10.92,10.9,10.915
1658757780,10.9,10.91,10.9,10.9
1658757960,10.89,10.91,10.85,10.89
1658758140,10.91,10.91,10.91,10.91
1658758320,10.91,10.91,10.88,10.88
1658758500,10.84,10.84,10.83,10.83
1658758680,10.825,10.825,10.815,10.815
1658758860,10.845,10.845,10.825,10.825
1658759040,10.81,10.815,10.76,10.76
1658759220,10.75,10.815,10.75,10.815
1658759400,10.81,10.83,10.81,10.83
1658759580,10.83,10.83,10.82,10.82
1658759760,10.82,10.84,10.82,10.84
1658759940,10.84,10.84,10.82,10.82
1658760120,10.86,10.87,10.86,10.87
1658760300,10.885,10.885,10.885,10.885
1658760480,10.87,10.87,10.85,10.85
1658760660,10.86,10.86,10.86,10.86
1658760840,10.86,10.9,10.86,10.9
1658761020,10.88,10.88,10.86,10.86
1658761200,10.85,10.85,10.85,10.85
1658761920,10.84,10.84,10.78,10.79
1658762100,10.795,10.795,10.78,10.78
1658762280,10.8,10.8,10.8,10.8
1658762820,10.85,10.85,10.85,10.85
1658763000,10.89,10.89,10.88,10.88
1658763180,10.9,10.9,10.9,10.9
1658763720,10.87,10.875,10.87,10.875
1658763900,10.9,10.91,10.9,10.91
1658764080,10.88,10.88,10.88,10.88
1658764260,10.88,10.88,10.86,10.875
1658764620,10.88,10.89,10.88,10.89
1658764800,10.88,10.89,10.88,10.88
1658765160,10.9,10.9,10.9,10.9
1658765340,10.9,10.9,10.87,10.87
1658765520,10.86,10.86,10.84,10.84
1658765700,10.83,10.83,10.82,10.825
1658766060,10.85,10.85,10.85,10.85
1658766600,10.89,10.89,10.89,10.89
1658766960,10.89,10.9,10.89,10.9
1658767140,10.9,10.92,10.9,10.92
1658767680,10.94,10.94,10.94,10.94
1658768580,10.91,10.91,10.91,10.91
1658770200,10.87,10.88,10.87,10.88
1658770560,10.86,10.86,10.85,10.85
1658771100,10.845,10.85,10.845,10.85
1658771460,10.81,10.81,10.81,10.81
1658772000,10.8,10.8,10.8,10.8
1658772180,10.79,10.79,10.79,10.79
1658772360,10.81,10.81,10.78,10.78
1658772720,10.8,10.805,10.8,10.805
1658773440,10.79,10.79,10.79,10.79
1658773800,10.77,10.775,10.77,10.775
1658773980,10.8,10.8,10.8,10.8
1658774160,10.8,10.8,10.8,10.8
1658774880,10.76,10.775,10.76,10.775
1658775060,10.76,10.76,10.755,10.755
1658775420,10.75,10.75,10.74,10.74
1658775600,10.75,10.75,10.75,10.75
1658775780,10.73,10.73,10.725,10.725
1658775960,10.72,10.72,10.715,10.715
1658776140,10.73,10.73,10.73,10.73
1658776500,10.71,10.73,10.71,10.73
1658776860,10.755,10.755,10.755,10.755
1658777220,10.75,10.755,10.75,10.755
1658777400,10.73,10.74,10.73,10.74
1658777760,10.74,10.74,10.74,10.74
1658777940,10.75,10.77,10.75,10.77
1658778480,10.79,10.81,10.77,10.81
1658778660,10.83,10.83,10.82,10.82
1658778840,10.81,10.84,10.81,10.84
1658779020,10.85,10.86,10.85,10.86
