time,open,high,low,close
1655818200,9.47,9.5,9.46,9.46
1655818380,9.48,9.58,9.48,9.58
1655818560,9.59,9.61,9.59,9.59
1655818740,9.58,9.65,9.58,9.63
1655818920,9.635,9.64,9.62,9.62
1655819100,9.62,9.62,9.58,9.61
1655819280,9.615,9.62,9.59,9.61
1655819460,9.605,9.63,9.605,9.63
1655819640,9.63,9.65,9.63,9.65
1655819820,9.64,9.68,9.64,9.68
1655820000,9.7,9.7,9.68,9.68
1655820180,9.7,9.715,9.69,9.7
1655820360,9.69,9.7,9.68,9.69
1655820540,9.68,9.69,9.66,9.68
1655820720,9.675,9.73,9.675,9.72
1655820900,9.715,9.715,9.69,9.69
1655821080,9.73,9.73,9.72,9.72
1655821260,9.725,9.74,9.725,9.73
1655821440,9.735,9.74,9.715,9.715
1655821620,9.71,9.71,9.695,9.695
1655821800,9.7,9.74,9.7,9.74
1655821980,9.74,9.75,9.69,9.69
1655822160,9.7,9.7,9.69,9.69
1655822340,9.71,9.72,9.71,9.72
1655822520,9.73,9.73,9.72,9.72
1655822700,9.73,9.73,9.73,9.73
1655822880,9.74,9.74,9.74,9.74
1655823060,9.76,9.76,9.76,9.76
1655823240,9.74,9.76,9.74,9.75
1655823420,9.755,9.76,9.755,9.76
1655823600,9.755,9.755,9.74,9.74
1655823780,9.77,9.77,9.77,9.77
1655823960,9.74,9.75,9.74,9.75
1655824320,9.73,9.74,9.73,9.74
1655824500,9.735,9.75,9.735,9.75
1655824680,9.74,9.74,9.74,9.74
1655824860,9.74,9.74,9.73,9.73
1655825040,9.71,9.73,9.71,9.73
1655825400,9.72,9.73,9.72,9.73
1655825580,9.73,9.74,9.72,9.72
1655825760,9.72,9.72,9.69,9.7
1655826120,9.7,9.7,9.7,9.7
1655826300,9.68,9.685,9.68,9.685
1655826480,9.7,9.7,9.7,9.7
1655826660,9.68,9.68,9.67,9.67
1655827020,9.67,9.67,9.65,9.65
1655827200,9.67,9.69,9.67,9.69
1655827380,9.68,9.68,9.66,9.66
1655827560,9.65,9.65,9.64,9.64
1655827740,9.63,9.635,9.62,9.63
1655827920,9.65,9.66,9.65,9.66
1655828100,9.67,9.67,9.67,9.67
1655828460,9.67,9.67,9.67,9.67
1655828640,9.66,9.66,9.65,9.65
1655828820,9.665,9.67,9.665,9.67
1655829000,9.66,9.66,9.66,9.66
1655829360,9.69,9.69,9.685,9.685
1655829540,9.69,9.69,9.68,9.68
1655829900,9.67,9.67,9.67,9.67
1655830080,9.67,9.67,9.67,9.67
1655830620,9.68,9.685,9.68,9.685
1655830800,9.695,9.695,9.68,9.68
1655830980,9.66,9.66,9.66,9.66
1655831160,9.66,9.66,9.66,9.66
1655831520,9.695,9.71,9.695,9.71
1655831700,9.71,9.71,9.71,9.71
1655831880,9.69,9.69,9.69,9.69
1655832240,9.68,9.68,9.68,9.68
1655832780,9.68,9.685,9.68,9.685
1655833140,9.65,9.65,9.65,9.65
1655833320,9.665,9.665,9.65,9.65
1655833500,9.66,9.66,9.66,9.66
1655834040,9.65,9.65,9.65,9.65
1655834220,9.65,9.65,9.64,9.65
1655834400,9.64,9.64,9.63,9.63
1655834580,9.625,9.625,9.625,9.625
1655834760,9.63,9.63,9.63,9.63
1655834940,9.63,9.63,9.63,9.63
1655835120,9.62,9.62,9.62,9.62
1655835300,9.63,9.63,9.63,9.63
1655835480,9.63,9.63,9.63,9.63
1655835660,9.63,9.65,9.63,9.65
1655836200,9.64,9.645,9.64,9.645
1655836560,9.65,9.65,9.635,9.635
1655836740,9.62,9.635,9.62,9.635
1655838000,9.69,9.69,9.69,9.69
1655838720,9.695,9.695,9.695,9.695
1655838900,9.69,9.69,9.69,9.69
1655839260,9.69,9.69,9.67,9.67
1655839440,9.67,9.68,9.66,9.66
1655839620,9.665,9.67,9.665,9.67
1655839800,9.68,9.68,9.66,9.67
1655839980,9.67,9.67,9.67,9.67
1655840160,9.66,9.66,9.66,9.66
1655840340,9.65,9.65,9.64,9.64
1655840520,9.65,9.66,9.65,9.65
1655840700,9.65,9.65,9.65,9.65
1655840880,9.64,9.67,9.64,9.66
1655841060,9.63,9.655,9.63,9.65
1655841240,9.65,9.66,9.61,9.61
1655841420,9.61,9.615,9.59,9.61
