time,open,high,low,close
1659706200,12.2,12.27,12.18,12.23
1659706380,12.27,12.34,12.27,12.3
1659706560,12.29,12.31,12.29,12.31
1659706740,12.36,12.36,12.29,12.29
1659706920,12.29,12.3,12.27,12.27
1659707100,12.29,12.29,12.26,12.26
1659707280,12.26,12.32,12.26,12.31
1659707460,12.36,12.36,12.34,12.34
1659707820,12.305,12.305,12.305,12.305
1659708000,12.32,12.38,12.32,12.38
1659708360,12.39,12.4,12.39,12.4
1659708540,12.4,12.44,12.39,12.42
1659708720,12.45,12.52,12.45,12.51
1659708900,12.52,12.52,12.51,12.51
1659709080,12.52,12.52,12.52,12.52
1659709260,12.53,12.55,12.53,12.53
1659709440,12.54,12.54,12.51,12.51
1659709620,12.5,12.5,12.47,12.47
1659709800,12.47,12.47,12.46,12.46
1659709980,12.45,12.46,12.45,12.46
1659710160,12.47,12.48,12.46,12.46
1659710340,12.46,12.46,12.445,12.45
1659710700,12.45,12.47,12.45,12.47
1659710880,12.45,12.45,12.42,12.42
1659711060,12.4,12.425,12.39,12.425
1659711240,12.425,12.43,12.425,12.43
1659711600,12.37,12.37,12.35,12.35
1659711960,12.33,12.33,12.33,12.33
1659712140,12.35,12.35,12.34,12.34
1659712320,12.3,12.3,12.28,12.28
1659712500,12.29,12.29,12.265,12.265
1659712680,12.28,12.28,12.275,12.275
1659712860,12.255,12.255,12.21,12.21
1659713040,12.21,12.21,12.195,12.195
1659713220,12.17,12.17,12.16,12.16
1659713400,12.15,12.18,12.15,12.18
1659713580,12.21,12.21,12.185,12.185
1659713760,12.19,12.22,12.19,12.22
1659713940,12.2,12.2,12.19,12.19
1659714120,12.165,12.165,12.165,12.165
1659714300,12.18,12.2,12.18,12.195
1659714480,12.19,12.21,12.19,12.21
1659714660,12.22,12.23,12.22,12.23
1659714840,12.225,12.225,12.2,12.2
1659715020,12.2,12.2,12.2,12.2
1659715200,12.21,12.235,12.21,12.235
1659715380,12.25,12.27,12.25,12.27
1659715560,12.27,12.27,12.23,12.23
1659715740,12.24,12.24,12.24,12.24
1659715920,12.26,12.26,12.26,12.26
1659716100,12.27,12.28,12.27,12.28
1659716280,12.295,12.3,12.29,12.295
1659716460,12.27,12.27,12.27,12.27
1659716640,12.26,12.28,12.26,12.275
1659716820,12.275,12.275,12.275,12.275
1659717000,12.25,12.25,12.24,12.24
1659717180,12.22,12.25,12.22,12.25
1659717900,12.29,12.3,12.29,12.3
1659718080,12.32,12.33,12.32,12.33
1659718260,12.33,12.33,12.33,12.33
1659718620,12.35,12.35,12.35,12.35
1659718980,12.36,12.39,12.36,12.39
1659719340,12.4,12.4,12.4,12.4
1659719520,12.4,12.41,12.4,12.41
1659719700,12.42,12.42,12.42,12.42
1659719880,12.39,12.395,12.37,12.37
1659720060,12.37,12.37,12.37,12.37
1659720420,12.405,12.405,12.405,12.405
1659720780,12.41,12.41,12.41,12.41
1659721500,12.38,12.38,12.38,12.38
1659721680,12.36,12.36,12.35,12.36
1659721860,12.35,12.35,12.34,12.34
1659722580,12.34,12.34,12.34,12.34
1659722940,12.3,12.3,12.3,12.3
1659723120,12.3,12.3,12.3,12.3
1659723480,12.33,12.33,12.33,12.33
1659723660,12.34,12.34,12.34,12.34
1659723840,12.32,12.32,12.31,12.31
1659724020,12.31,12.31,12.27,12.27
1659724200,12.25,12.275,12.25,12.275
1659724740,12.29,12.29,12.285,12.285
1659724920,12.29,12.29,12.285,12.29
1659725100,12.29,12.29,12.29,12.29
1659725280,12.29,12.29,12.28,12.28
1659725640,12.26,12.26,12.26,12.26
1659725820,12.25,12.25,12.25,12.25
1659726000,12.29,12.29,12.29,12.29
1659726180,12.3,12.3,12.29,12.29
1659726360,12.28,12.28,12.28,12.28
1659726540,12.29,12.31,12.29,12.31
1659727080,12.31,12.31,12.31,12.31
1659727260,12.3,12.3,12.3,12.3
1659727440,12.32,12.32,12.32,12.32
1659727620,12.32,12.32,12.32,12.32
1659727800,12.33,12.33,12.33,12.33
1659727980,12.34,12.34,12.34,12.34
1659728340,12.33,12.33,12.33,12.33
1659728520,12.33,12.34,12.33,12.34
1659728700,12.35,12.39,12.35,12.385
1659728880,12.38,12.41,12.38,12.41
1659729060,12.41,12.41,12.38,12.38
1659729240,12.4,12.4,12.4,12.4
1659729420,12.4,12.41,12.39,12.41
