time,open,high,low,close
1659965400,12.47,12.52,12.44,12.52
1659965580,12.57,12.58,12.53,12.54
1659965760,12.55,12.57,12.52,12.56
1659965940,12.57,12.61,12.57,12.61
1659966120,12.65,12.66,12.65,12.66
1659966300,12.65,12.67,12.65,12.67
1659966480,12.65,12.7,12.65,12.7
1659966660,12.71,12.73,12.7,12.7
1659966840,12.71,12.74,12.71,12.74
1659967020,12.72,12.72,12.72,12.72
1659967200,12.72,12.75,12.69,12.75
1659967380,12.75,12.75,12.7,12.7
1659967560,12.69,12.69,12.67,12.67
1659967740,12.7,12.7,12.68,12.685
1659967920,12.72,12.73,12.68,12.68
1659968100,12.67,12.68,12.67,12.68
1659968280,12.66,12.66,12.66,12.66
1659968460,12.67,12.685,12.67,12.685
1659968640,12.69,12.69,12.66,12.68
1659968820,12.67,12.67,12.62,12.64
1659969000,12.64,12.65,12.64,12.64
1659969180,12.65,12.65,12.62,12.62
1659969360,12.66,12.67,12.66,12.67
1659969540,12.7,12.7,12.66,12.66
1659969720,12.65,12.65,12.65,12.65
1659969900,12.67,12.67,12.63,12.63
1659970080,12.61,12.61,12.575,12.58
1659970440,12.6,12.6,12.6,12.6
1659970620,12.58,12.58,12.58,12.58
1659970800,12.6,12.62,12.59,12.62
1659970980,12.61,12.63,12.61,12.63
1659971160,12.64,12.64,12.61,12.61
1659971340,12.61,12.63,12.61,12.63
1659971520,12.58,12.59,12.57,12.57
1659971700,12.57,12.57,12.52,12.52
1659971880,12.505,12.54,12.5,12.54
1659972060,12.54,12.54,12.54,12.54
1659972420,12.5,12.5,12.5,12.5
1659972600,12.515,12.515,12.51,12.51
1659972780,12.51,12.54,12.51,12.54
1659972960,12.49,12.49,12.49,12.49
1659973140,12.45,12.45,12.42,12.42
1659973320,12.42,12.42,12.36,12.36
1659973500,12.37,12.37,12.36,12.36
1659973680,12.38,12.395,12.38,12.395
1659973860,12.4,12.43,12.4,12.43
1659974040,12.44,12.44,12.44,12.44
1659974220,12.44,12.44,12.44,12.44
1659974580,12.44,12.45,12.43,12.43
1659974760,12.39,12.39,12.39,12.39
1659974940,12.39,12.39,12.36,12.37
1659975120,12.35,12.35,12.33,12.33
1659975480,12.3,12.3,12.29,12.29
1659975660,12.3,12.33,12.29,12.33
1659975840,12.33,12.33,12.33,12.33
1659976020,12.35,12.35,12.3,12.3
1659976200,12.3,12.3,12.3,12.3
1659976380,12.32,12.33,12.31,12.31
1659976560,12.28,12.28,12.28,12.28
1659976740,12.31,12.31,12.31,12.31
1659976920,12.33,12.35,12.33,12.35
1659977100,12.36,12.36,12.36,12.36
1659977280,12.36,12.37,12.36,12.365
1659977460,12.37,12.37,12.37,12.37
1659977640,12.37,12.37,12.36,12.36
1659977820,12.35,12.35,12.35,12.35
1659978000,12.34,12.34,12.32,12.32
1659978180,12.33,12.33,12.33,12.33
1659978720,12.39,12.39,12.39,12.39
1659978900,12.39,12.4,12.39,12.4
1659979080,12.4,12.4,12.4,12.4
1659979260,12.36,12.36,12.35,12.35
1659979440,12.37,12.37,12.37,12.37
1659979620,12.345,12.345,12.34,12.34
1659979800,12.34,12.34,12.33,12.33
1659979980,12.35,12.35,12.34,12.34
1659980160,12.33,12.33,12.33,12.33
1659980340,12.3,12.3,12.3,12.3
1659980520,12.33,12.33,12.33,12.33
1659980880,12.33,12.33,12.33,12.33
1659981240,12.35,12.37,12.35,12.37
1659981600,12.37,12.37,12.34,12.34
1659981780,12.33,12.33,12.25,12.25
1659981960,12.3,12.3,12.3,12.3
1659982140,12.29,12.29,12.29,12.29
1659982320,12.29,12.29,12.28,12.28
1659982680,12.25,12.28,12.25,12.28
1659983040,12.27,12.27,12.27,12.27
1659983220,12.26,12.27,12.26,12.27
1659983400,12.27,12.27,12.27,12.27
1659983580,12.25,12.25,12.25,12.25
1659983760,12.25,12.25,12.25,12.25
1659983940,12.24,12.26,12.24,12.26
1659984120,12.24,12.24,12.24,12.24
1659984300,12.25,12.25,12.25,12.25
1659984480,12.25,12.25,12.25,12.25
1659984660,12.21,12.21,12.2,12.2
1659984840,12.24,12.24,12.23,12.24
1659985020,12.25,12.26,12.25,12.25
1659985200,12.25,12.255,12.25,12.255
1659985380,12.27,12.27,12.27,12.27
1659985740,12.26,12.26,12.26,12.26
1659985920,12.25,12.25,12.25,12.25
1659986100,12.27,12.27,12.23,12.23
1659986280,12.26,12.26,12.26,12.26
1659986460,12.25,12.29,12.25,12.29
1659986640,12.28,12.28,12.28,12.28
1659987000,12.27,12.27,12.26,12.26
1659987540,12.31,12.31,12.31,12.31
1659987720,12.31,12.31,12.31,12.31
1659987900,12.31,12.31,12.3,12.3
1659988080,12.31,12.31,12.31,12.31
1659988260,12.31,12.31,12.3,12.3
1659988440,12.31,12.31,12.31,12.31
1659988620,12.3,12.32,12.3,12.32
