time,open,high,low,close
1658928600,10.75,10.79,10.73,10.73
1658928780,10.725,10.77,10.725,10.77
1658928960,10.77,10.83,10.77,10.82
1658929140,10.825,10.86,10.82,10.855
1658929320,10.85,10.875,10.85,10.875
1658929500,10.88,10.925,10.88,10.925
1658929680,10.92,10.92,10.91,10.91
1658929860,10.905,10.91,10.895,10.9
1658930040,10.9,10.915,10.89,10.9
1658930220,10.905,10.91,10.905,10.91
1658930400,10.9,10.91,10.9,10.9
1658930580,10.9,10.95,10.9,10.95
1658930760,10.94,10.94,10.92,10.92
1658930940,10.92,10.92,10.92,10.92
1658931120,10.92,10.95,10.92,10.95
1658931300,10.975,10.98,10.975,10.98
1658931480,10.975,10.975,10.97,10.97
1658931660,10.97,10.97,10.97,10.97
1658931840,10.94,10.94,10.935,10.935
1658932020,10.94,10.94,10.94,10.94
1658932200,10.92,10.92,10.91,10.92
1658932380,10.92,10.92,10.915,10.915
1658932740,10.95,10.95,10.95,10.95
1658932920,10.91,10.91,10.91,10.91
1658933100,10.92,10.94,10.92,10.94
1658933280,10.95,10.95,10.94,10.94
1658933460,10.95,10.96,10.95,10.96
1658933640,10.96,10.96,10.96,10.96
1658933820,10.96,10.97,10.96,10.97
1658934000,10.98,11,10.98,11
1658934180,10.99,10.99,10.985,10.99
1658934360,10.98,10.98,10.98,10.98
1658934540,10.97,10.97,10.97,10.97
1658935080,10.98,10.98,10.98,10.98
1658935260,10.96,10.96,10.96,10.96
1658935440,10.94,10.94,10.94,10.94
1658935620,10.96,10.965,10.96,10.965
1658935980,10.99,10.99,10.99,10.99
1658936340,10.98,10.98,10.98,10.98
1658936520,10.99,10.99,10.99,10.99
1658936700,10.98,10.98,10.98,10.98
1658936880,10.98,10.98,10.98,10.98
1658937060,10.99,10.99,10.99,10.99
1658937240,10.97,10.99,10.97,10.99
1658937420,11,11,11,11
1658937780,11,11,11,11
1658938140,11.01,11.01,11,11
1658938320,11.01,11.02,11.01,11.02
1658938500,11.03,11.03,11.025,11.03
1658938860,11.02,11.03,11.02,11.03
1658939040,11.05,11.05,11.05,11.05
1658939760,11.03,11.03,11.03,11.03
1658940300,11.02,11.02,10.995,10.995
1658940840,11,11,10.985,10.985
1658941020,10.98,10.98,10.98,10.98
1658941200,10.98,10.98,10.97,10.97
1658941380,10.96,10.965,10.96,10.965
1658941560,10.96,10.96,10.96,10.96
1658941740,10.98,10.99,10.98,10.99
1658941920,10.99,10.99,10.99,10.99
1658942280,10.99,10.99,10.99,10.99
1658943000,11,11,11,11
1658943180,11.01,11.01,11.01,11.01
1658943360,11,11,11,11
1658943720,10.975,10.975,10.975,10.975
1658943900,10.99,10.99,10.99,10.99
1658944080,11,11,11,11
1658944260,10.98,10.98,10.98,10.98
1658944440,11,11,11,11
1658944620,10.98,10.98,10.98,10.98
1658944800,11,11.03,10.975,11.03
1658944980,11.05,11.08,11.01,11.01
1658945160,11,11,10.94,10.94
1658945340,10.95,10.975,10.95,10.975
1658945700,10.98,11.015,10.98,11.015
1658945880,11.01,11.01,11.01,11.01
1658946060,11.01,11.01,10.99,11
1658946240,11,11.02,11,11.02
1658946420,11.03,11.04,11.03,11.04
1658946600,11.04,11.04,10.98,10.98
1658946780,10.98,11.1,10.975,11.08
1658946960,11.08,11.13,11.08,11.09
1658947140,11.14,11.22,11.14,11.215
1658947320,11.22,11.25,11.2,11.25
1658947500,11.26,11.26,11.25,11.255
1658947680,11.23,11.23,11.21,11.21
1658947860,11.21,11.27,11.21,11.27
1658948040,11.27,11.28,11.25,11.25
1658948220,11.24,11.24,11.21,11.23
1658948400,11.24,11.24,11.225,11.225
1658948580,11.24,11.285,11.24,11.285
1658948760,11.3,11.31,11.285,11.285
1658948940,11.29,11.3,11.28,11.28
1658949300,11.275,11.305,11.275,11.29
1658949480,11.29,11.29,11.27,11.27
1658949660,11.285,11.32,11.285,11.32
1658949840,11.32,11.34,11.32,11.34
1658950020,11.35,11.4,11.35,11.4
1658950200,11.4,11.41,11.39,11.405
1658950380,11.4,11.4,11.385,11.385
1658950560,11.36,11.365,11.36,11.36
1658950740,11.36,11.37,11.36,11.37
1658950920,11.38,11.38,11.38,11.38
1658951100,11.37,11.37,11.355,11.37
1658951280,11.37,11.37,11.34,11.34
1658951460,11.31,11.315,11.31,11.315
1658951640,11.34,11.35,11.33,11.33
1658951820,11.325,11.325,11.295,11.305
