time,open,high,low,close
1657114200,10.01,10.08,9.97,10.08
1657114380,10.06,10.09,9.995,9.995
1657114560,9.99,9.99,9.91,9.92
1657114740,9.92,9.95,9.92,9.95
1657114920,10,10.01,10,10.01
1657115100,9.97,9.97,9.9,9.9
1657115280,9.93,9.95,9.9,9.945
1657115460,9.9,9.96,9.9,9.96
1657115640,9.95,9.975,9.95,9.975
1657115820,10.01,10.04,10.01,10.03
1657116000,10.03,10.03,9.94,9.96
1657116180,10,10,9.98,9.98
1657116360,10,10.08,10,10.08
1657116540,10.06,10.06,10.03,10.03
1657116720,10.03,10.03,9.92,9.92
1657116900,9.95,9.95,9.92,9.95
1657117080,9.94,9.98,9.94,9.98
1657117260,9.94,9.98,9.94,9.98
1657117440,10,10,9.95,9.97
1657117800,9.97,10,9.97,10
1657117980,9.99,9.99,9.97,9.98
1657118160,9.98,9.98,9.98,9.98
1657118340,10,10,10,10
1657118520,10.03,10.04,10.03,10.04
1657118700,10.045,10.055,10.035,10.04
1657118880,10.03,10.03,10.005,10.005
1657119240,10.02,10.02,9.99,9.99
1657119420,10.03,10.04,10.03,10.035
1657119780,9.96,9.96,9.95,9.95
1657120140,9.99,9.99,9.94,9.94
1657120320,9.97,9.975,9.97,9.975
1657120500,10,10,10,10
1657120860,9.99,9.99,9.98,9.98
1657121040,9.97,9.97,9.97,9.97
1657121220,9.95,9.95,9.95,9.95
1657121400,9.9,9.9,9.895,9.895
1657121580,9.88,9.9,9.88,9.9
1657121760,9.92,9.92,9.915,9.915
1657121940,9.91,9.91,9.89,9.895
1657122120,9.89,9.9,9.89,9.9
1657122300,9.92,9.92,9.92,9.92
1657122480,9.94,9.94,9.935,9.935
1657122840,9.92,9.92,9.92,9.92
1657123020,9.95,9.95,9.95,9.95
1657123380,9.92,9.92,9.92,9.92
1657123560,9.95,9.95,9.95,9.95
1657123740,9.94,9.94,9.94,9.94
1657123920,9.97,9.98,9.97,9.98
1657124100,9.97,9.97,9.97,9.97
1657124460,9.96,9.96,9.96,9.96
1657124640,9.95,9.95,9.95,9.95
1657124820,9.97,9.97,9.965,9.965
1657125180,9.96,9.96,9.96,9.96
1657125360,9.99,9.99,9.99,9.99
1657125720,9.985,9.985,9.985,9.985
1657125900,10,10,10,10
1657126080,9.99,9.99,9.985,9.985
1657126260,9.96,9.96,9.96,9.96
1657126440,9.96,9.97,9.96,9.97
1657126800,10,10,10,10
1657126980,10.015,10.02,10.015,10.015
1657127160,10.02,10.04,10.02,10.04
1657127340,10.04,10.04,10.03,10.03
1657127700,10.03,10.03,10.03,10.03
1657127880,10.03,10.04,10.03,10.04
1657128600,10.03,10.03,10.03,10.03
1657128960,10.02,10.02,10.02,10.02
1657129320,10.04,10.04,10.035,10.035
1657129860,10.025,10.025,10.025,10.025
1657130220,10.04,10.05,10.04,10.045
1657130400,10.04,10.06,10,10.02
1657130580,10.01,10.08,10.005,10.08
1657130760,10.1,10.14,10.1,10.1
1657130940,10.09,10.09,9.97,9.975
1657131120,9.98,10.02,9.98,10
1657131300,9.98,9.98,9.98,9.98
1657131480,9.97,9.97,9.96,9.96
1657131840,10,10,9.98,9.98
1657132020,9.95,10.09,9.95,10.09
1657132200,10.1,10.1,10.07,10.1
1657132380,10.11,10.15,10.11,10.14
1657132560,10.12,10.12,10.08,10.115
1657132740,10.13,10.17,10.11,10.17
1657132920,10.16,10.16,10.155,10.16
1657133100,10.18,10.19,10.18,10.18
1657133280,10.15,10.16,10.15,10.16
1657133460,10.155,10.16,10.155,10.16
1657133640,10.18,10.18,10.15,10.16
1657133820,10.17,10.18,10.16,10.18
1657134000,10.19,10.19,10.15,10.15
1657134180,10.14,10.14,10.14,10.14
1657134360,10.16,10.16,10.16,10.16
1657134540,10.17,10.2,10.17,10.2
1657134720,10.19,10.19,10.19,10.19
1657134900,10.21,10.21,10.21,10.21
1657135080,10.21,10.22,10.2,10.22
1657135260,10.22,10.24,10.22,10.24
1657135440,10.24,10.24,10.23,10.23
1657135620,10.22,10.22,10.21,10.22
1657135800,10.22,10.22,10.215,10.215
1657135980,10.22,10.24,10.22,10.24
1657136160,10.24,10.24,10.23,10.23
1657136340,10.2,10.2,10.18,10.18
1657136520,10.18,10.18,10.16,10.16
1657136700,10.16,10.16,10.14,10.15
1657136880,10.15,10.15,10.09,10.09
1657137060,10.09,10.09,10.035,10.05
1657137240,10.06,10.06,10.05,10.06
1657137420,10.075,10.095,10.075,10.085
