time,open,high,low,close
1657891800,10.15,10.2,10.14,10.2
1657891980,10.23,10.23,10.18,10.23
1657892160,10.24,10.24,10.2,10.21
1657892340,10.16,10.17,10.15,10.16
1657892520,10.14,10.18,10.13,10.18
1657892700,10.13,10.13,10.07,10.08
1657892880,10.09,10.11,10.09,10.1
1657893060,10.08,10.08,10.03,10.04
1657893240,10.085,10.085,10.085,10.085
1657893420,10.08,10.11,10.075,10.1
1657893600,10.14,10.22,10.14,10.17
1657893780,10.16,10.19,10.155,10.19
1657894140,10.14,10.14,10.13,10.13
1657894320,10.175,10.175,10.175,10.175
1657894500,10.16,10.16,10.16,10.16
1657894680,10.17,10.17,10.14,10.14
1657894860,10.1,10.1,10.09,10.1
1657895040,10.2,10.21,10.2,10.205
1657895220,10.22,10.22,10.22,10.22
1657895400,10.205,10.205,10.19,10.2
1657895580,10.21,10.21,10.19,10.2
1657895760,10.205,10.205,10.205,10.205
1657895940,10.19,10.19,10.18,10.18
1657896120,10.18,10.18,10.18,10.18
1657896300,10.15,10.15,10.13,10.13
1657896480,10.15,10.15,10.14,10.14
1657896660,10.15,10.15,10.14,10.14
1657896840,10.15,10.15,10.15,10.15
1657897020,10.18,10.18,10.18,10.18
1657897200,10.18,10.2,10.18,10.2
1657897560,10.22,10.22,10.22,10.22
1657897740,10.23,10.24,10.23,10.24
1657897920,10.23,10.24,10.225,10.24
1657898100,10.25,10.26,10.235,10.235
1657898280,10.24,10.25,10.24,10.25
1657898460,10.25,10.25,10.25,10.25
1657898640,10.26,10.26,10.26,10.26
1657899000,10.22,10.22,10.21,10.21
1657899180,10.24,10.24,10.23,10.23
1657899360,10.23,10.23,10.23,10.23
1657899900,10.24,10.24,10.24,10.24
1657900260,10.21,10.22,10.21,10.22
1657900440,10.23,10.23,10.225,10.225
1657900620,10.2,10.205,10.2,10.205
1657900800,10.19,10.19,10.19,10.19
1657901160,10.19,10.19,10.19,10.19
1657901340,10.16,10.16,10.15,10.16
1657901520,10.15,10.18,10.15,10.18
1657901700,10.17,10.17,10.16,10.16
1657901880,10.18,10.18,10.17,10.17
1657902240,10.2,10.2,10.195,10.2
1657902420,10.18,10.18,10.18,10.18
1657902600,10.19,10.19,10.19,10.19
1657902780,10.17,10.17,10.16,10.16
1657903140,10.17,10.18,10.16,10.18
1657903680,10.2,10.205,10.2,10.205
1657904040,10.18,10.18,10.18,10.18
1657904400,10.2,10.2,10.2,10.2
1657904940,10.21,10.21,10.21,10.21
1657905120,10.21,10.21,10.21,10.21
1657905660,10.21,10.21,10.205,10.205
1657905840,10.21,10.21,10.21,10.21
1657906020,10.22,10.22,10.22,10.22
1657906200,10.23,10.23,10.23,10.23
1657906560,10.24,10.25,10.24,10.24
1657906740,10.25,10.25,10.25,10.25
1657906920,10.24,10.24,10.24,10.24
1657907100,10.23,10.235,10.23,10.235
1657907280,10.23,10.235,10.23,10.235
1657907460,10.24,10.24,10.24,10.24
1657907640,10.23,10.23,10.21,10.215
1657907820,10.23,10.24,10.23,10.235
1657908000,10.21,10.215,10.21,10.215
1657908360,10.22,10.22,10.22,10.22
1657908540,10.22,10.23,10.22,10.225
1657909260,10.2,10.2,10.2,10.2
1657909440,10.2,10.205,10.2,10.205
1657909620,10.21,10.22,10.2,10.22
1657909800,10.23,10.23,10.23,10.23
1657910340,10.235,10.24,10.235,10.235
1657910520,10.24,10.24,10.24,10.24
1657910700,10.245,10.245,10.245,10.245
1657911240,10.255,10.255,10.25,10.25
1657911420,10.24,10.24,10.23,10.235
1657911600,10.22,10.22,10.22,10.22
1657912860,10.24,10.24,10.24,10.24
1657913040,10.23,10.23,10.23,10.23
1657913220,10.23,10.23,10.23,10.23
1657913400,10.23,10.23,10.23,10.23
1657913580,10.215,10.215,10.215,10.215
1657913940,10.205,10.21,10.205,10.21
1657914120,10.22,10.23,10.22,10.23
1657914300,10.24,10.24,10.23,10.23
1657914480,10.23,10.23,10.2,10.2
1657914660,10.22,10.22,10.22,10.22
1657914840,10.22,10.255,10.22,10.255
1657915020,10.26,10.29,10.26,10.29
