time,open,high,low,close
1661347800,11.72,11.75,11.71,11.75
1661347980,11.74,11.74,11.67,11.67
1661348160,11.74,11.74,11.74,11.74
1661348340,11.74,11.755,11.74,11.75
1661348520,11.76,11.76,11.76,11.76
1661348700,11.71,11.71,11.71,11.71
1661348880,11.75,11.75,11.74,11.74
1661349060,11.76,11.76,11.76,11.76
1661349240,11.75,11.75,11.73,11.73
1661349600,11.77,11.8,11.76,11.76
1661349780,11.75,11.75,11.72,11.72
1661349960,11.76,11.76,11.76,11.76
1661350140,11.77,11.77,11.765,11.77
1661350320,11.775,11.78,11.775,11.78
1661350500,11.775,11.79,11.775,11.79
1661350680,11.81,11.83,11.81,11.83
1661350860,11.81,11.82,11.81,11.82
1661351220,11.83,11.84,11.83,11.84
1661351400,11.83,11.84,11.81,11.81
1661351580,11.81,11.85,11.81,11.85
1661351760,11.84,11.84,11.8,11.8
1661351940,11.78,11.78,11.78,11.78
1661352120,11.79,11.79,11.78,11.78
1661352300,11.78,11.78,11.78,11.78
1661352660,11.805,11.81,11.805,11.81
1661352840,11.79,11.79,11.79,11.79
1661353200,11.83,11.83,11.82,11.82
1661353380,11.83,11.83,11.83,11.83
1661353740,11.83,11.84,11.83,11.84
1661353920,11.84,11.87,11.84,11.87
1661354100,11.88,11.9,11.88,11.9
1661354280,11.91,11.91,11.9,11.9
1661354640,11.9,11.9,11.9,11.9
1661354820,11.92,11.92,11.92,11.92
1661355000,11.91,11.92,11.91,11.92
1661355180,11.89,11.89,11.89,11.89
1661355540,11.9,11.9,11.9,11.9
1661355720,11.9,11.9,11.9,11.9
1661355900,11.93,11.93,11.93,11.93
1661356080,11.93,11.93,11.92,11.93
1661356260,11.94,11.94,11.94,11.94
1661356440,11.95,11.95,11.935,11.94
1661356620,11.93,11.93,11.925,11.93
1661356980,11.95,11.95,11.95,11.95
1661357160,11.94,11.94,11.94,11.94
1661357520,11.95,11.95,11.95,11.95
1661357700,11.96,11.96,11.96,11.96
1661357880,11.94,11.94,11.94,11.94
1661358240,11.91,11.92,11.91,11.92
1661358600,11.9,11.9,11.9,11.9
1661358960,11.88,11.88,11.88,11.88
1661359320,11.87,11.87,11.85,11.85
1661359500,11.85,11.85,11.85,11.85
1661359860,11.83,11.83,11.83,11.83
1661360040,11.83,11.83,11.82,11.83
1661360400,11.84,11.84,11.84,11.84
1661360760,11.85,11.85,11.85,11.85
1661360940,11.86,11.87,11.85,11.85
1661361120,11.85,11.85,11.845,11.845
1661361480,11.84,11.84,11.84,11.84
1661361660,11.81,11.81,11.8,11.805
1661361840,11.8,11.8,11.8,11.8
1661363100,11.81,11.81,11.81,11.81
1661363280,11.82,11.82,11.82,11.82
1661363460,11.82,11.82,11.82,11.82
1661364180,11.82,11.82,11.82,11.82
1661364360,11.82,11.84,11.82,11.84
1661365260,11.82,11.82,11.82,11.82
1661365620,11.85,11.85,11.845,11.85
1661365980,11.81,11.81,11.79,11.8
1661366160,11.8,11.8,11.8,11.8
1661366340,11.82,11.82,11.82,11.82
1661366700,11.79,11.79,11.79,11.79
1661367240,11.82,11.82,11.82,11.82
1661367420,11.82,11.825,11.82,11.825
1661367780,11.815,11.84,11.815,11.84
1661367960,11.85,11.85,11.85,11.85
1661368140,11.85,11.86,11.85,11.855
1661368320,11.85,11.87,11.85,11.87
1661368500,11.86,11.86,11.85,11.85
1661368680,11.87,11.87,11.87,11.87
1661368860,11.86,11.86,11.86,11.86
1661369040,11.85,11.87,11.85,11.86
1661369220,11.85,11.85,11.85,11.85
1661369580,11.87,11.87,11.87,11.87
1661369760,11.87,11.87,11.87,11.87
1661369940,11.89,11.89,11.88,11.88
1661370120,11.88,11.88,11.88,11.88
1661370300,11.88,11.88,11.87,11.87
1661370480,11.86,11.86,11.85,11.85
1661370660,11.85,11.855,11.85,11.85
1661370840,11.86,11.86,11.82,11.82
1661371020,11.82,11.82,11.81,11.81
